Institution Name,Branch Name,Established Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits
JPMorgan Chase Bank,Bristol Branch,06/15/1981,308 Division Street,Bristol,Elkhart,IN,46507,41.72156,-85.81735,14739.0,14312.0,15298.0,15775.0
JPMorgan Chase Bank,Whitney Ranch Branch,04/15/2000,"637 North Stephanie Street, Suite B7",Henderson,Clark,NV,89014,36.06648,-115.04626999999999,32290.0,33124.0,37140.0,40967.0
JPMorgan Chase Bank,First Ave and 44th St Branch,12/14/1953,1 United Nations Plaza,New York City,New York,NY,10017,40.75012,-73.96888,1049068.0,662093.0,663589.0,668676.0
JPMorgan Chase Bank,Thomas and 30th Frys Branch,06/30/1989,3036 East Thomas Road,Phoenix,Maricopa,AZ,85016,33.48045,-112.01657,8385.0,9135.0,10315.0,11356.0
JPMorgan Chase Bank,Madison and 48th St Branch,11/13/2004,401 Madison Avenue,New York City,New York,NY,10017,40.75565,-73.97525,153577328.0,194388000.0,207367988.0,223395353.0
JPMorgan Chase Bank,Ballard Branch,12/09/1955,"5511 22nd Avenue, N.W.",Seattle,King,WA,98107,47.66879,-122.38486,112658.0,110163.0,120180.0,120756.0
JPMorgan Chase Bank,Ada Branch,12/08/1965,455 Ada Drive Southeast,Ada,Kent,MI,49301,42.95536,-85.48496,34830.0,37147.0,43625.0,49055.0
JPMorgan Chase Bank,Petaluma Branch,01/01/1919,101 Western Ave,Petaluma,Sonoma,CA,94952,38.233709999999995,-122.64113,61934.0,65205.0,65970.0,69909.0
JPMorgan Chase Bank,Davison South Branch,06/21/1971,1121 South State Road,Davison,Genesee,MI,48423,43.01672,-83.51758000000001,35122.0,37668.0,40750.0,43131.0
JPMorgan Chase Bank,Beltline and Westmoreland Branch,05/31/2007,721 W Belt Line Rd,Desoto,Dallas,TX,75115,32.589890000000004,-96.87051,10855.0,13595.0,17085.0,21227.0
JPMorgan Chase Bank,Wall Street and Williams Branch,12/04/1997,45 Wall Street,New York City,New York,NY,10005,40.706520000000005,-74.00972,122803.0,148954.0,187610.0,227525.0
JPMorgan Chase Bank,Bruce B Downs and 56,06/28/2004,1747 Bruce B Downs Blvd,Wesley Chapel,Pasco,FL,33544,28.17447,-82.35377,20422.0,27034.0,40751.0,46189.0
JPMorgan Chase Bank,Visalia - Akers Branch,04/17/2006,5151 W Goshen Ave,Visalia,Tulare,CA,93291,36.34174,-119.35073,15878.0,19340.0,21875.0,27658.0
JPMorgan Chase Bank,Pearland Parkway Branch,01/22/2002,2828 Broadway Street,Pearland,Brazoria,TX,77581,29.555740000000004,-95.26305,31078.0,35368.0,40176.0,43580.0
JPMorgan Chase Bank,Third Avenue & 51st Street Branch,05/05/1961,850 Third Avenue,New York City,New York,NY,10022,40.75675,-73.97008000000001,463550.0,456859.0,508804.0,540179.0
JPMorgan Chase Bank,Scarsdale Central Park Branch,01/09/1967,"660 Central Park Avenue, #662",Scarsdale,Westchester,NY,10583,40.99988,-73.8153,124751.0,113163.0,125218.0,134956.0
JPMorgan Chase Bank,Broadway Lorain Branch,02/13/1895,1949 Broadway,Lorain,Lorain,OH,44052,41.45263,-82.16627,19815.0,18850.0,21432.0,22088.0
JPMorgan Chase Bank,Wynnewood Branch,01/01/1919,400 Wynnewood Village,Dallas,Dallas,TX,75224,32.72162,-96.83189,44234.0,45473.0,47556.0,52843.0
JPMorgan Chase Bank,Southgate Branch,12/27/1988,5 Southgate Ave,Daly City,San Mateo,CA,94015,37.69833,-122.48088,127296.0,126927.0,131679.0,137395.0
JPMorgan Chase Bank,Teasley and Hickory Creek Branch,01/15/2009,5005 Teasley Ln,Denton,Denton,TX,76210,33.14373,-97.10514,6442.0,8690.0,12382.0,16806.0
JPMorgan Chase Bank,Thirteenth Ave and 48th St Branch,01/01/1923,4724 13th Avenue (48th Street),Brooklyn,Kings,NY,11219,40.63604,-73.99117,182630.0,175126.0,194780.0,216559.0
JPMorgan Chase Bank,Noho Branch,01/01/1800,623 Broadway,New York City,New York,NY,10012,40.72602,-73.99625,194760.0,214049.0,236412.0,285129.0
JPMorgan Chase Bank,Caldwell Branch,06/29/1998,1018 Blaine St,Caldwell,Canyon,ID,83605,43.663340000000005,-116.68666999999999,21005.0,19780.0,20537.0,19726.0
JPMorgan Chase Bank,Denver Villa Monac0 Branch,12/02/2002,"2251 S Monaco Pkwy, Ste 102",Denver,Denver,CO,80222,39.6763,-104.91295,10396.0,11580.0,12490.0,15179.0
JPMorgan Chase Bank,Main St and Ellis Ave Branch,01/01/1926,18501 Main St,Huntington Beach,Modoc,CA,92648,33.686170000000004,-117.98884,63569.0,69058.0,80059.0,98596.0
JPMorgan Chase Bank,Mccaslin Branch,02/21/1995,578 South Mccaslin Boulevard,Louisville,Boulder,CO,80027,39.96219,-105.16398999999998,70594.0,85679.0,93603.0,107766.0
JPMorgan Chase Bank,Findlay North Branch,06/30/1989,1971 Broad Avenue,Findlay,Hancock,OH,45840,41.06355,-83.66435,17300.0,21076.0,23145.0,31104.0
JPMorgan Chase Bank,South Brunswick Banking Cntr Branch,08/02/2007,"4180 US Route 1 North, Bldg 300",Monmouth Junction,Middlesex,NJ,8852,40.3832,-74.57499,32800.0,37049.0,51854.0,71400.0
JPMorgan Chase Bank,Newark Main Branch,07/23/1903,15 North Third Street,Newark,Licking,OH,43055,40.05831,-82.40289,36119.0,35777.0,33950.0,33091.0
JPMorgan Chase Bank,Hollister Branch,01/01/1919,494 Tres Pinos Road,Hollister,San Benito,CA,95023,36.83945,-121.39365,61591.0,63631.0,69052.0,77710.0
JPMorgan Chase Bank,Cy - Fair Town Center Branch,11/03/2003,17465 Spring Cypress Road,Cypress,Harris,TX,77429,29.97284,-95.68936,31505.0,35942.0,43739.0,51546.0
JPMorgan Chase Bank,River Road-Campbell Avenue Branch,01/12/1976,4398 North Campbell Avenue,Tucson,Pima,AZ,85718,32.286390000000004,-110.94313999999999,124081.0,118419.0,123901.0,134514.0
JPMorgan Chase Bank,Watson and Yuma Banking Center Branch,10/05/2005,1240 South Watson Road,Buckeye,Maricopa,AZ,85326,33.46248,-112.55663,15151.0,18778.0,20316.0,22339.0
JPMorgan Chase Bank,Fort Pierce Branch,12/01/2003,601 Virginia Ave,Fort Pierce,St. Lucie,FL,34982,27.42517,-80.32895,15327.0,19076.0,22247.0,25520.0
JPMorgan Chase Bank,Yorkville Banking Center Branch,11/15/2007,110 East Veterans Parkway,Yorkville,Kendall,IL,60560,41.657270000000004,-88.43991,14780.0,25253.0,33456.0,42073.0
JPMorgan Chase Bank,Mission Valley Branch,01/01/1919,5111 Mission Center Rd.,San Diego,San Diego,CA,92108,32.76865,-117.15397,111890.0,120924.0,128977.0,139958.0
JPMorgan Chase Bank,Antoine and Tidwell Branch,05/07/2007,5840 Antoine Drive,Houston,Harris,TX,77091,29.8498,-95.47317,5009.0,6553.0,7514.0,8755.0
JPMorgan Chase Bank,Wabash and Adams Branch,03/24/2009,55 E Monroe,Chicago,Cook,IL,60603,41.88081,-87.62571,6520.0,12633.0,19811.0,21541.0
JPMorgan Chase Bank,East Rockaway Banking Center Branch,09/18/2008,111 Main St,East Rockaway,Nassau,NY,11518,40.641220000000004,-73.6649,19446.0,21030.0,27661.0,34376.0
JPMorgan Chase Bank,Lakeshore East Banking Center Branch,12/19/2007,340 East Randolph Street,Chicago,Cook,IL,60601,41.8846,-87.61889000000001,15948.0,21073.0,31414.0,45155.0
JPMorgan Chase Bank,Saratoga Springs Branch,03/30/2009,1412 N W Commerce Dr,Saratoga Springs,Utah,UT,84045,40.37115,-111.93903999999999,5116.0,8857.0,11119.0,14297.0
JPMorgan Chase Bank,Lower Buckeye and 75th Avenue Branch,06/30/2005,7515 W Lower Buckeye,Phoenix,Maricopa,AZ,85043,33.42288,-112.22173000000001,9699.0,12807.0,14904.0,20925.0
JPMorgan Chase Bank,Granville Branch,06/28/1971,136 East Broadway,Granville,Licking,OH,43023,40.06813,-82.52056999999999,28994.0,28882.0,32216.0,35366.0
JPMorgan Chase Bank,Burlingame Chapin Branch,01/01/1919,1430 Chapin Ave,Burlingame,San Mateo,CA,94010,37.577940000000005,-122.35027,109042.0,116406.0,138589.0,156046.0
JPMorgan Chase Bank,Boonton Branch,11/29/1954,"530 Myrtle Avenue, A&p",Boonton,Morris,NJ,7005,40.9288,-74.42096,53328.0,60372.0,59421.0,67595.0
JPMorgan Chase Bank,Coit & Campbell Banking Center Branch,12/16/2004,16831 Coit Road,Dallas,Dallas,TX,75248,32.98426,-96.76826,58110.0,61984.0,72125.0,84305.0
JPMorgan Chase Bank,Elizabethtown Main Branch,12/15/1975,1200 North Dixie Highway,Elizabethtown,Hardin,KY,42701,37.71788,-85.87916,52690.0,57971.0,55227.0,57542.0
JPMorgan Chase Bank,Riverdale - West 144th St Branch,04/17/2006,255 W 144th Street,Riverdale,Cook,IL,60827,41.6336,-87.6288,2369.0,2960.0,3862.0,4797.0
JPMorgan Chase Bank,Arthur Avenue Branch,11/24/1952,2402 Arthur Avenue,Bronx,Bronx,NY,10458,40.8558,-73.88736,91268.0,89264.0,91370.0,98079.0
JPMorgan Chase Bank,Brown Deer Branch,01/01/1921,8800 West Brown Deer Road,Milwaukee,Milwaukee,WI,53224,43.1779,-88.02077,20201.0,22075.0,25565.0,26565.0
JPMorgan Chase Bank,Memorial City Branch,12/21/1937,12320 Kingsride,Houston,Harris,TX,77024,29.779090000000004,-95.54574000000001,54746.0,51494.0,54849.0,57760.0
JPMorgan Chase Bank,Charleston Main Branch,01/01/1884,707 Virginia St. East,Charleston,Kanawha,WV,25301,38.3498,-81.63671,289338.0,239073.0,261614.0,261435.0
JPMorgan Chase Bank,South Street Branch,01/04/1982,225 South Street,Morristown,Morris,NJ,7960,40.78877,-74.47224,139938.0,145111.0,160261.0,237528.0
JPMorgan Chase Bank,Monroe Avenue Branch,01/01/1928,560 Monroe Avenue,Rochester,Monroe,NY,14607,43.14573,-77.59227,31378.0,34252.0,39705.0,41787.0
JPMorgan Chase Bank,Lewisville Civic Branch,06/06/1974,1201 West Main Street,Lewisville,Denton,TX,75067,33.04228,-97.0241,169083.0,179621.0,186795.0,203709.0
JPMorgan Chase Bank,Escondido South Branch,06/30/1989,325 West Felicita Avenue,Escondido,San Diego,CA,92025,33.10439,-117.07338999999999,57521.0,60917.0,66334.0,73880.0
JPMorgan Chase Bank,Silverado Ranch Branch,05/14/2001,"9770 S Maryland Pkwy., Suite 7",Las Vegas,Clark,NV,89183,36.01132,-115.13671000000001,39081.0,53182.0,58276.0,70933.0
JPMorgan Chase Bank,Sheridan Square Branch,01/03/1920,204 West Fourth Street,New York City,New York,NY,10014,40.73333,-74.00262,307978.0,323295.0,339057.0,387560.0
JPMorgan Chase Bank,Rocky River Banking Center Branch,02/16/2004,21810 Center Ridge Road,Rocky River,Cuyahoga,OH,44116,41.45943,-81.86106,37771.0,42171.0,48535.0,57806.0
JPMorgan Chase Bank,Mill Basin Branch,01/03/1962,6510 Avenue U,Brooklyn,Kings,NY,11234,40.61711,-73.91128,213138.0,222762.0,249831.0,263872.0
JPMorgan Chase Bank,Pine Grove Drive-Up Branch,08/01/1983,2727 Pine Grove Avenue,Port Huron,St. Clair,MI,48060,43.00314,-82.44045,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Buckhannon Main Branch,11/19/1932,32 East Main Street,Buckhannon,Upshur,WV,26201,38.9941,-80.22954,115302.0,116572.0,121027.0,121470.0
JPMorgan Chase Bank,West Melbourne - Palm Branch,07/01/2002,115 Palm Bay Rd Ne,West Melbourne,Brevard,FL,32904,28.03561,-80.66964,35599.0,38146.0,41925.0,48871.0
JPMorgan Chase Bank,Hollywood Branch,01/01/1889,1500 North Vine Street,Hollywood,Los Angeles,CA,90028,34.0999,-118.32695,117075.0,128063.0,143211.0,157485.0
JPMorgan Chase Bank,Highland Park Drive-Up Branch,11/15/1968,506 Park Avenue,Highland Park,Lake,IL,60035,42.18759,-87.79793000000001,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Townline and Lake Branch,12/15/2008,380 Townline Rd,Mundelein,Lake,IL,60060,42.24,-87.9982,17063.0,24010.0,36884.0,44651.0
JPMorgan Chase Bank,Randolph Rt 10 Branch,12/28/1959,80 Dover Chester Road,Randolph,Morris,NJ,7869,40.861509999999996,-74.58859,26442.0,30801.0,33749.0,36662.0
JPMorgan Chase Bank,Troy Branch,12/03/1982,1011 West Main Street,Troy,Miami,OH,45373,40.04487,-84.21522,31167.0,33789.0,38623.0,41741.0
JPMorgan Chase Bank,Standiford Ave Branch,01/01/1889,2900 Standiford Avenue,Modesto,Stanislaus,CA,95350,37.68521,-121.04898999999999,91564.0,88571.0,93535.0,107034.0
JPMorgan Chase Bank,Great Northern Branch,12/10/1981,4763 Great Northern Boulevard,North Olmsted,Cuyahoga,OH,44070,41.41966,-81.90163000000001,26638.0,36828.0,46471.0,50622.0
JPMorgan Chase Bank,Lakeland - Plantation Square Branch,05/15/2006,5555 Walt Loop Rd,Lakeland,Polk,FL,33809,28.113770000000002,-81.94585,8584.0,9726.0,12351.0,15184.0
JPMorgan Chase Bank,South Jordan Branch,10/05/2006,11423 S Parkway Plaza Drive,South Jordan,Salt Lake,UT,84095,40.54351,-111.97957,11380.0,15382.0,28271.0,46879.0
JPMorgan Chase Bank,Edinburg Banking Center Branch,04/20/2010,1801 West University Drive,Edinburg,Hidalgo,TX,78539,26.30422,-98.18072,2211.0,5223.0,9769.0,13717.0
JPMorgan Chase Bank,Okemos Branch,02/20/1988,1749 West Grand River Avenue,Okemos,Ingham,MI,48864,42.71835,-84.41197,38817.0,45424.0,47855.0,55217.0
JPMorgan Chase Bank,Hamburg Place Branch,07/01/2002,1824 Alysheba Way,Lexington,Fayette,KY,40509,38.01806,-84.42013,35912.0,45937.0,50920.0,67462.0
JPMorgan Chase Bank,West Manchester Avenue Branch,01/01/1919,1027 West Manchester Avenue,Los Angeles,Los Angeles,CA,90044,33.96001,-118.29297,56874.0,56218.0,59089.0,58464.0
JPMorgan Chase Bank,Thomas and 59th Avenue Branch,05/24/1976,5734 West Thomas Road,Phoenix,Maricopa,AZ,85031,33.48052,-112.18343999999999,57498.0,59004.0,61219.0,63965.0
JPMorgan Chase Bank,West Loop Banking Center Branch,11/16/2005,923 West Washington Boulevard,Chicago,Cook,IL,60607,41.883070000000004,-87.65066,23876.0,31217.0,40612.0,55215.0
JPMorgan Chase Bank,Mount Gilead Branch,01/01/1904,16 North Main Street,Mount Gilead,Morrow,OH,43338,40.5494,-82.82835,43605.0,42228.0,44510.0,46975.0
JPMorgan Chase Bank,Atascocita Banking Center Branch,12/28/2004,19240 West Lake Houston Parkway,Humble,Harris,TX,77346,30.000890000000002,-95.16306,70916.0,76436.0,83945.0,93076.0
JPMorgan Chase Bank,Lansdowne Branch,12/01/1969,3368 Tates Creek Road,Lexington,Fayette,KY,40502,37.99569,-84.49543,67218.0,68775.0,72275.0,73367.0
JPMorgan Chase Bank,Del Norte Branch,11/01/1934,326-C W El Norte Pkwy,Escondido,San Diego,CA,92026,33.142309999999995,-117.0951,83896.0,81467.0,98320.0,99376.0
JPMorgan Chase Bank,Broadway & 10th Street Bkg. Ctr. Branch,12/23/2005,785 Broadway,New York City,New York,NY,10003,40.731759999999994,-73.99152,42605.0,56514.0,72615.0,84287.0
JPMorgan Chase Bank,Winnetka Drive-Up Branch,09/12/1977,845 Spruce Street,Winnetka,Cook,IL,60093,42.10705,-87.73605,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Highland Park Branch,01/01/1899,513 Central Avenue,Highland Park,Lake,IL,60035,42.1861,-87.79839,390197.0,505633.0,488355.0,525337.0
JPMorgan Chase Bank,Atlanta - Skye Mill Road Branch,04/01/2003,3300 Clairmont Road Ne Ste C,Atlanta,DeKalb,GA,30329,33.85553,-84.31255999999999,7353.0,9506.0,11784.0,14721.0
JPMorgan Chase Bank,South Flushing Branch,03/28/1974,5727 Main Street,Flushing,Queens,NY,11355,40.74579,-73.82605,24941.0,27915.0,36792.0,47042.0
JPMorgan Chase Bank,Fullerton Branch,01/01/1889,1107 South Harbor Blvd,Fullerton,Orange,CA,92832,33.86047,-117.92436000000001,43141.0,44896.0,45756.0,48284.0
JPMorgan Chase Bank,Sutphin Boulevard Branch,11/30/2007,9059 Sutphin Boulevard,Jamaica,Queens,NY,11435,40.70171,-73.80789,16420.0,19136.0,21613.0,24240.0
JPMorgan Chase Bank,Kalkaska Branch,02/01/1979,102 Northland Plaza,Kalkaska,Kalkaska,MI,49646,44.73345,-85.17608,28819.0,28640.0,31183.0,32947.0
JPMorgan Chase Bank,7106 Fairway Drive Office Branch,08/07/1989,7106 Fairway Drive,Palm Beach Gardens,Palm Beach,FL,33418,26.836740000000002,-80.1331,66873.0,78366.0,90385.0,96466.0
JPMorgan Chase Bank,Miami-Tamiami Marketplace Branch,03/31/2005,14290 Sw 8th St,Miami,Miami-Dade,FL,33184,25.76087,-80.42652,29960.0,35011.0,44313.0,55089.0
JPMorgan Chase Bank,Roselle Branch,12/17/2007,700 East 1st Avenue,Roselle,Union,NJ,7203,40.66255,-74.2452,11627.0,12820.0,16947.0,20079.0
JPMorgan Chase Bank,Ephrata Branch,07/01/1976,109 West Division Ave,Ephrata,Grant,WA,98823,47.32028,-119.55033,30490.0,33230.0,31706.0,34279.0
JPMorgan Chase Bank,Stony Brook Branch,04/03/1970,2210 Nesconset Highway,Stony Brook,Suffolk,NY,11790,40.872609999999995,-73.12509,186061.0,207307.0,186930.0,193516.0
JPMorgan Chase Bank,Willoughby Hills Branch,09/10/1970,27301 Chardon Road,Willoughby Hills,Lake,OH,44092,41.58243,-81.48754,39296.0,41808.0,45164.0,48736.0
JPMorgan Chase Bank,Hilltop Mall Road Branch,05/05/1965,3110 Hilltop Mall Road,Richmond,Contra Costa,CA,94806,37.979440000000004,-122.32468999999999,95691.0,97273.0,105714.0,104805.0
JPMorgan Chase Bank,Whittier Branch,01/01/1889,15625 East Whittier Boulevard,Whittier,Los Angeles,CA,90603,33.94493,-117.9947,272532.0,268528.0,273650.0,285971.0
JPMorgan Chase Bank,Charlestown Branch,05/16/1994,890 Main Street,Charlestown,Clark,IN,47111,38.44337,-85.66114,37712.0,37516.0,40663.0,41298.0
JPMorgan Chase Bank,Deal Branch,01/01/1919,50 Atlantic Ave.,Deal,Monmouth,NJ,7723,40.23986,-74.00514,42916.0,42359.0,43508.0,51811.0
JPMorgan Chase Bank,San Lorenzo Branch,01/01/1887,18499 Hesperian Boulevard,San Lorenzo,Alameda,CA,94580,37.67177,-122.12199,65352.0,63164.0,63500.0,63979.0
JPMorgan Chase Bank,Sr 66 and Dalrock Branch,06/28/2007,6602 Dalrock Road,Rowlett,Rockwall,TX,75089,32.91968,-96.51768,13881.0,20563.0,23962.0,29060.0
JPMorgan Chase Bank,Country Club Hialeah Branch,06/30/1988,18575 N.W. 67th Street,Hialeah,Miami-Dade,FL,33015,25.941860000000002,-80.30682,75014.0,77161.0,89107.0,106039.0
JPMorgan Chase Bank,Crossings Branch,06/01/1934,12945 S.W. 112th Street,Miami,Miami-Dade,FL,33186,25.663529999999998,-80.40548000000001,62902.0,64069.0,66417.0,73505.0
JPMorgan Chase Bank,Randall and Binnie Branch,12/10/2008,2163 Randall Rd,Carpentersville,Kane,IL,60110,42.11919,-88.3353,10359.0,15120.0,42145.0,52573.0
JPMorgan Chase Bank,New Lenox Branch,01/01/1961,500 West Maple,New Lenox,Will,IL,60451,41.5176,-87.98002,65455.0,72926.0,78613.0,86324.0
JPMorgan Chase Bank,Hillcrest North Main Branch,10/02/1965,269 North Main Street,Spring Valley,Rockland,NY,10977,41.12934,-74.04075999999999,38848.0,44358.0,50012.0,58475.0
JPMorgan Chase Bank,Sepulveda and LA Tijera Branch,05/26/1995,8813 S Sepulveda Blvd.,Los Angeles,Los Angeles,CA,90045,33.955729999999996,-118.39625,52455.0,53636.0,60448.0,67419.0
JPMorgan Chase Bank,Frankford & Midway Banking Center Branch,12/18/2007,18220 Midway Road,Dallas,Collin,TX,75287,32.99808,-96.84375,15015.0,23849.0,25616.0,28848.0
JPMorgan Chase Bank,Plymouth-Deering Branch,10/29/1952,27901 Plymouth Road,Livonia,Wayne,MI,48150,42.36954,-83.31866,64133.0,66974.0,67861.0,68544.0
JPMorgan Chase Bank,Silver Lakes Branch,12/21/1998,150 NW 180th Ave,Pembroke Pines,Broward,FL,33029,26.00779,-80.39453,66681.0,69769.0,80258.0,93814.0
JPMorgan Chase Bank,The Forum Branch,07/01/2003,4590 Knightsbridge Boulevard,Columbus,Franklin,OH,43214,40.053779999999996,-83.04186,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Millwood Branch,09/25/1970,230 Saw Millriver Road,Millwood,Westchester,NY,10546,41.18801,-73.80360999999999,122835.0,131722.0,147945.0,154644.0
JPMorgan Chase Bank,Old Minden Rd Branch,03/15/1973,1935 Airline Drive,Bossier City,Bossier,LA,71112,32.52251,-93.69724000000001,93962.0,102863.0,116635.0,116263.0
JPMorgan Chase Bank,Hall Rd and Heydenreich Branch,01/29/2009,20851 Hall Rd,Macomb,Macomb,MI,48044,42.6288,-82.91113,8177.0,14621.0,19018.0,23732.0
JPMorgan Chase Bank,Presidential Circle Branch,09/25/2008,4223 Hollywood Blvd,Hollywood,Broward,FL,33021,26.01057,-80.18619,11781.0,17455.0,25951.0,34875.0
JPMorgan Chase Bank,Solana Beach Branch,01/01/1919,607 Lomas Santa Fe,Solana Beach,San Diego,CA,92075,32.99609,-117.26038999999999,49490.0,50520.0,60419.0,61519.0
JPMorgan Chase Bank,Commerce Branch,01/01/1889,1305 Washington Street,Commerce,Hunt,TX,75428,33.2498,-95.90045,33825.0,31547.0,32341.0,35772.0
JPMorgan Chase Bank,Willits Branch,12/27/1988,234 S. Main St. #1,Willits,Mendocino,CA,95490,39.40982,-123.35416000000001,33201.0,34061.0,35893.0,34224.0
JPMorgan Chase Bank,Bremerton Branch,01/01/1916,500 Pacific Avenue #100,Bremerton,Kitsap,WA,98337,47.566629999999996,-122.62681,29168.0,28635.0,27384.0,25911.0
JPMorgan Chase Bank,Westerville South Branch,11/06/1978,77 Huber Village Boulevard,Westerville,Franklin,OH,43081,40.10522,-82.92258000000001,130668.0,142798.0,158759.0,170459.0
JPMorgan Chase Bank,Metro Parkways + Mound Road Branch,05/02/1957,5601 Metropolitan Parkway,Sterling Heights,Macomb,MI,48310,42.565220000000004,-83.05069,99152.0,102170.0,109300.0,116924.0
JPMorgan Chase Bank,Mahwah Banking Center Branch,11/30/2007,555 North Franklin Turnpike,Ramsey,Bergen,NJ,7446,41.07697,-74.13888,52641.0,100575.0,98434.0,110137.0
JPMorgan Chase Bank,University Of North Texas Branch,08/31/1992,"901 Avenue C, Suite B",Denton,Denton,TX,76201,33.20675,-97.15068000000001,17422.0,15827.0,18318.0,21241.0
JPMorgan Chase Bank,Olympia Fields Branch,12/06/2005,3302 Vollmer Rd,Olympia Fields,Cook,IL,60461,41.5279,-87.69353000000001,20065.0,23049.0,27537.0,29648.0
JPMorgan Chase Bank,Riverfront Plaza Branch,12/19/2005,500 S. River Street,Hackensack,Bergen,NJ,7601,40.86307,-74.03595,23274.0,24530.0,24089.0,33152.0
JPMorgan Chase Bank,Auburndale Branch,06/29/1964,7403 Old Third Street Road,Louisville,Jefferson,KY,40214,38.14566,-85.77538,49526.0,50528.0,52786.0,55019.0
JPMorgan Chase Bank,Ventura Marina Branch,07/08/1966,2499 Harbor Boulevard,Ventura,Ventura,CA,93001,34.2631,-119.26732,61927.0,63631.0,64518.0,66786.0
JPMorgan Chase Bank,Palatine Branch,05/29/1990,1131 East Dundee Road,Palatine,Cook,IL,60074,42.138999999999996,-88.01541,130930.0,140081.0,153473.0,166596.0
JPMorgan Chase Bank,Cyfair Branch,05/11/1981,13103 Fm 1960 West,Houston,Harris,TX,77065,29.91856,-95.61193,146147.0,147714.0,163357.0,179509.0
JPMorgan Chase Bank,Mapleton Branch,09/13/1926,6501 18th Avenue,Brooklyn,Kings,NY,11204,40.61909,-73.99014,152468.0,151279.0,177265.0,196219.0
JPMorgan Chase Bank,Roseville - Foothills Branch,10/24/2005,5180 Foothills Blvd,Roseville,Placer,CA,95747,38.76296,-121.31155,36729.0,37786.0,41340.0,43288.0
JPMorgan Chase Bank,Chardon Square Branch,01/01/1891,100 Center Street,Chardon,Geauga,OH,44024,41.583420000000004,-81.20418000000001,47826.0,50516.0,59726.0,68762.0
JPMorgan Chase Bank,Sagemont Branch,06/30/1985,10997 Scarsdale Blvd,Houston,Harris,TX,77089,29.586129999999997,-95.21217,51902.0,52902.0,60735.0,66882.0
JPMorgan Chase Bank,Plaza Branch,08/21/1967,920 East State Street,Athens,Athens,OH,45701,39.33703,-82.06911,33746.0,34307.0,35798.0,35671.0
JPMorgan Chase Bank,Glendale and 7th Street Branch,05/09/1960,7022 North Seventh Street,Phoenix,Maricopa,AZ,85020,33.539,-112.06508000000001,166154.0,172256.0,202468.0,221069.0
JPMorgan Chase Bank,Shannon Crossing Branch,09/25/2008,4550 Jonesboro Rd Ste Tuv,Union City,Fulton,GA,30291,33.568059999999996,-84.53755,4773.0,5078.0,6404.0,6607.0
JPMorgan Chase Bank,Sycamore Branch,01/01/1889,2398 Sycamore Drive,Simi Valley,Ventura,CA,93065,34.278529999999996,-118.74372,182044.0,186536.0,203761.0,206204.0
JPMorgan Chase Bank,Fort Collins Branch,11/30/1962,2000 South College Avenue,Fort Collins,Larimer,CO,80525,40.5615,-105.07686000000001,69387.0,71243.0,80512.0,84695.0
JPMorgan Chase Bank,749 El Camino Real Branch,01/01/1889,"749 W El Camino Real, 1st Floor",Mountain View,Santa Clara,CA,94040,37.385459999999995,-122.0835,216055.0,239853.0,285605.0,295479.0
JPMorgan Chase Bank,Boise State St Financial Ctr Branch,07/17/2000,3550 West State Street,Boise,Ada,ID,83703,43.63872,-116.23338000000001,12454.0,10718.0,14116.0,14027.0
JPMorgan Chase Bank,Carnegie Hill Branch,12/27/1972,1221 Madison Avenue (88th Street),New York City,New York,NY,10128,40.7833,-73.95479,52264.0,63463.0,66876.0,77345.0
JPMorgan Chase Bank,North Corydon Branch,11/15/1978,1881 Old Highway 135 NW,Corydon,Harrison,IN,47112,38.23019,-86.13205,40636.0,38964.0,38377.0,39486.0
JPMorgan Chase Bank,Fifth and Union Branch,07/01/1976,1401 Fifth Avenue,Seattle,King,WA,98101,47.60971,-122.33478000000001,72963.0,80240.0,83759.0,83503.0
JPMorgan Chase Bank,Los Osos Branch,01/01/1919,1045 Los Osos Valley Road,Los Osos,San Luis Obispo,CA,93402,35.31102,-120.83148,57780.0,54171.0,62060.0,67247.0
JPMorgan Chase Bank,Great Southern Banking Center Branch,05/08/2006,3471 South High Street,Columbus,Franklin,OH,43207,39.890240000000006,-82.99736999999999,13440.0,13730.0,20120.0,20204.0
JPMorgan Chase Bank,Westbury Branch,04/30/1959,11310 Chimney Rock,Houston,Harris,TX,77035,29.65832,-95.47677,105964.0,113057.0,127625.0,130761.0
JPMorgan Chase Bank,New Territory Banking Center Branch,11/27/2007,5777 New Territory Blvd,Sugar Land,Fort Bend,TX,77479,29.59048,-95.67694,27633.0,31235.0,36453.0,46832.0
JPMorgan Chase Bank,Hamilton Square Banking Ctr Branch,09/28/2007,955 Highway 33,Hamilton Square,Mercer,NJ,8690,40.22891,-74.66855,15064.0,17055.0,24590.0,43459.0
JPMorgan Chase Bank,Alvernon and Grant Frys Branch,06/30/1987,3920 East Grant Road,Tucson,Pima,AZ,85712,32.25063,-110.90911000000001,12193.0,12104.0,13416.0,13501.0
